August_1m,August_2m,August_3m,August_4m,December_1m,December_2m,December_3m,December_4m,August_1t,August_2t,August_3t,August_4t,December_1t,December_2t,December_3t,December_4t
NA,NA,NA,NA,NA,NA,102,70,NA,NA,NA,NA,NA,NA,1599,2529
75,73,233,NA,NA,NA,NA,NA,2228,1630,1612,NA,NA,NA,NA,NA
NA,NA,NA,NA,124,NA,68,NA,NA,NA,NA,NA,1452,NA,1338,NA
NA,73,77,NA,NA,NA,NA,NA,NA,8152,7793,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,136,70,NA,NA,NA,NA,NA,NA,10501,8852
NA,NA,NA,NA,NA,86,102,106,NA,NA,NA,NA,NA,1971,1706,1327
NA,NA,77,121,NA,NA,NA,NA,NA,NA,2051,1955,NA,NA,NA,NA
NA,NA,NA,NA,NA,130,68,NA,NA,NA,NA,NA,NA,1530,1706,NA
NA,NA,NA,NA,NA,173,102,177,NA,NA,NA,NA,NA,4688,4875,5058
NA,NA,NA,NA,166,NA,NA,106,NA,NA,NA,NA,2379,NA,NA,2655
NA,NA,NA,NA,NA,NA,136,70,NA,NA,NA,NA,NA,NA,1706,1727
NA,NA,NA,NA,NA,NA,68,106,NA,NA,NA,NA,NA,NA,4550,4426
75,NA,NA,121,NA,NA,NA,NA,3030,NA,NA,5052,NA,NA,NA,NA
NA,NA,NA,NA,333,NA,68,141,NA,NA,NA,NA,4216,NA,3412,3372
NA,73,NA,80,NA,NA,NA,NA,NA,3668,NA,3368,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,102,106,NA,NA,NA,NA,NA,2990,2844,3319
NA,NA,NA,NA,NA,86,NA,141,NA,NA,NA,NA,NA,2710,NA,3631
NA,NA,NA,NA,83,NA,102,106,NA,NA,NA,NA,7569,NA,8532,6639
NA,NA,NA,NA,NA,130,NA,70,NA,NA,NA,NA,NA,21684,NA,23605
NA,NA,NA,NA,NA,NA,204,106,NA,NA,NA,NA,NA,NA,6399,4828
NA,NA,NA,NA,124,216,136,NA,NA,NA,NA,NA,2116,2045,1664,NA
NA,110,155,NA,NA,NA,NA,NA,NA,4232,4584,NA,NA,NA,NA,NA
75,NA,77,NA,NA,NA,NA,NA,8419,NA,5995,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,130,NA,70,NA,NA,NA,NA,NA,3423,NA,2529
NA,NA,NA,NA,83,130,102,NA,NA,NA,NA,NA,3083,2891,2767,NA
NA,NA,NA,NA,124,130,NA,NA,NA,NA,NA,NA,1836,1885,NA,NA
NA,NA,NA,NA,NA,86,NA,70,NA,NA,NA,NA,NA,2478,NA,2284
75,NA,116,121,NA,NA,NA,NA,4209,NA,3438,2957,NA,NA,NA,NA
NA,NA,NA,NA,124,NA,136,70,NA,NA,NA,NA,13877,NA,12410,10116
NA,146,NA,121,NA,NA,NA,NA,NA,9171,NA,11023,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,136,70,NA,NA,NA,NA,NA,NA,9751,8852
NA,NA,NA,NA,83,NA,68,NA,NA,NA,NA,NA,10408,NA,11376,NA
NA,NA,NA,NA,NA,86,NA,177,NA,NA,NA,NA,NA,5421,NA,6557
NA,NA,NA,NA,NA,173,68,NA,NA,NA,NA,NA,NA,4688,5688,NA
75,NA,77,161,NA,NA,NA,NA,10824,NA,9742,12436,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,68,NA,NA,NA,NA,NA,13877,NA,13651,NA
NA,NA,NA,NA,NA,86,102,NA,NA,NA,NA,NA,NA,14456,17064,NA
NA,NA,NA,NA,NA,86,136,70,NA,NA,NA,NA,NA,12390,12410,14163
NA,NA,NA,NA,208,NA,102,NA,NA,NA,NA,NA,26020,NA,25596,NA
113,NA,77,80,NA,NA,NA,NA,1386,NA,1623,1224,NA,NA,NA,NA
NA,NA,NA,NA,374,433,307,318,NA,NA,NA,NA,2449,2853,2792,2470
NA,NA,NA,NA,166,86,NA,NA,NA,NA,NA,NA,41633,28912,NA,NA
NA,NA,NA,NA,166,NA,NA,177,NA,NA,NA,NA,55511,NA,NA,59013
113,146,NA,202,NA,NA,NA,NA,18943,20962,NA,18372,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,68,141,NA,NA,NA,NA,NA,NA,68258,47210
NA,NA,NA,NA,NA,86,NA,70,NA,NA,NA,NA,NA,3212,NA,3218
NA,NA,NA,NA,NA,NA,136,70,NA,NA,NA,NA,NA,NA,8030,5447
NA,NA,NA,NA,NA,173,170,NA,NA,NA,NA,NA,NA,14456,21330,NA
75,183,116,NA,NA,NA,NA,NA,3788,3217,4496,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,86,NA,106,NA,NA,NA,NA,4898,5782,NA,6248
NA,NA,NA,NA,NA,173,102,141,NA,NA,NA,NA,NA,4688,4875,5245
NA,183,155,202,NA,NA,NA,NA,NA,2583,2597,2928,NA,NA,NA,NA
NA,NA,NA,NA,NA,130,238,NA,NA,NA,NA,NA,NA,1734,1743,NA
NA,NA,NA,NA,83,NA,136,NA,NA,NA,NA,NA,16653,NA,19502,NA
75,73,NA,121,NA,NA,NA,NA,12628,14673,NA,17322,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,136,70,NA,NA,NA,NA,NA,NA,6205,5447
NA,NA,NA,NA,124,86,NA,NA,NA,NA,NA,NA,1419,1257,NA,NA
NA,NA,NA,NA,NA,130,102,NA,NA,NA,NA,NA,NA,1807,1861,NA
NA,NA,NA,NA,NA,173,68,141,NA,NA,NA,NA,NA,1949,1750,1994
NA,NA,NA,NA,83,NA,NA,106,NA,NA,NA,NA,1015,NA,NA,758
NA,NA,NA,NA,208,NA,102,NA,NA,NA,NA,NA,13877,NA,10238,NA
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,4266,3078
NA,NA,NA,NA,NA,86,102,NA,NA,NA,NA,NA,NA,1885,2047,NA
NA,NA,NA,NA,NA,86,NA,70,NA,NA,NA,NA,NA,7228,NA,7868
NA,NA,NA,NA,NA,NA,102,106,NA,NA,NA,NA,NA,NA,3656,3934
NA,NA,NA,NA,124,NA,102,106,NA,NA,NA,NA,4306,NA,4451,3540
NA,73,77,NA,NA,NA,NA,NA,NA,91,97,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,136,106,NA,NA,NA,NA,NA,NA,15168,13278
NA,NA,NA,NA,83,130,136,NA,NA,NA,NA,NA,27755,26020,34129,NA
NA,NA,NA,NA,124,NA,NA,70,NA,NA,NA,NA,2014,NA,NA,2023
NA,183,389,687,NA,NA,NA,NA,NA,91710,97424,98159,NA,NA,NA,NA
NA,NA,NA,NA,1790,NA,1228,NA,NA,NA,NA,NA,47111,NA,72273,NA
75,NA,77,NA,NA,NA,NA,NA,12628,NA,9742,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,NA,70,NA,NA,NA,NA,NA,6672,NA,6437
NA,NA,NA,NA,NA,86,68,106,NA,NA,NA,NA,NA,10842,13651,9656
NA,NA,NA,NA,166,130,102,NA,NA,NA,NA,NA,2162,2168,2007,NA
NA,NA,NA,NA,NA,NA,136,70,NA,NA,NA,NA,NA,NA,45505,23605
NA,NA,NA,NA,166,130,NA,70,NA,NA,NA,NA,16653,16263,NA,14163
NA,NA,NA,NA,208,130,NA,NA,NA,NA,NA,NA,52041,43368,NA,NA
NA,NA,NA,NA,166,NA,68,NA,NA,NA,NA,NA,9251,NA,9751,NA
NA,NA,NA,NA,NA,86,NA,106,NA,NA,NA,NA,NA,6672,NA,4426
75,NA,77,NA,NA,NA,NA,NA,37886,NA,38969,NA,NA,NA,NA,NA
NA,73,77,NA,NA,NA,NA,NA,NA,36684,38969,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,68,NA,NA,NA,NA,NA,NA,5102,4550,NA
NA,NA,NA,NA,124,260,580,460,NA,NA,NA,NA,3286,2710,3170,3409
NA,NA,NA,NA,NA,NA,68,106,NA,NA,NA,NA,NA,NA,4550,3934
NA,NA,NA,NA,124,86,NA,NA,NA,NA,NA,NA,6244,3942,NA,NA
NA,NA,NA,NA,166,216,NA,141,NA,NA,NA,NA,1771,1455,NA,2441
NA,NA,NA,NA,NA,130,136,NA,NA,NA,NA,NA,NA,3614,4015,NA
NA,NA,NA,NA,124,86,170,NA,NA,NA,NA,NA,7806,5421,6825,NA
NA,NA,NA,NA,124,NA,102,70,NA,NA,NA,NA,2973,NA,3530,2529
NA,NA,NA,NA,124,130,NA,177,NA,NA,NA,NA,6938,8131,NA,5901
NA,NA,NA,NA,124,86,NA,70,NA,NA,NA,NA,4029,3942,NA,2950
NA,110,77,161,NA,NA,NA,NA,NA,2341,2106,3943,NA,NA,NA,NA
NA,NA,NA,NA,83,173,68,177,NA,NA,NA,NA,2973,2940,2528,2329
NA,NA,NA,NA,83,NA,136,106,NA,NA,NA,NA,2379,NA,2844,2213
NA,73,NA,121,NA,NA,NA,NA,NA,1667,NA,1409,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,102,70,NA,NA,NA,NA,NA,1188,1089,919
NA,NA,NA,NA,83,NA,68,70,NA,NA,NA,NA,1261,NA,1896,2082
NA,NA,NA,NA,NA,130,136,NA,NA,NA,NA,NA,NA,238,375,NA
NA,NA,NA,NA,83,NA,238,141,NA,NA,NA,NA,8326,NA,9188,9442
NA,NA,NA,NA,83,NA,NA,70,NA,NA,NA,NA,4163,NA,NA,4426
NA,73,NA,121,NA,NA,NA,NA,NA,6114,NA,4181,NA,NA,NA,NA
NA,NA,NA,NA,249,130,102,NA,NA,NA,NA,NA,7806,4818,6399,NA
NA,NA,NA,NA,83,130,NA,NA,NA,NA,NA,NA,750,978,NA,NA
151,NA,77,NA,NA,NA,NA,NA,2484,NA,3117,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,NA,70,NA,NA,NA,NA,NA,3614,NA,4426
NA,NA,NA,NA,83,86,NA,NA,NA,NA,NA,NA,688,346,NA,NA
NA,NA,NA,NA,124,NA,NA,177,NA,NA,NA,NA,3673,NA,NA,2603
NA,NA,NA,NA,NA,NA,136,70,NA,NA,NA,NA,NA,NA,1176,970
NA,NA,NA,NA,83,86,68,NA,NA,NA,NA,NA,2250,2628,1796,NA
NA,NA,NA,NA,NA,130,68,NA,NA,NA,NA,NA,NA,2655,3412,NA
NA,NA,NA,NA,83,NA,NA,141,NA,NA,NA,NA,8326,NA,NA,6744
NA,NA,NA,NA,NA,86,136,NA,NA,NA,NA,NA,NA,4565,4550,NA
NA,NA,NA,NA,124,NA,NA,70,NA,NA,NA,NA,124,NA,NA,106
NA,NA,NA,NA,291,216,443,389,NA,NA,NA,NA,1810,2146,2102,1700
NA,NA,NA,NA,NA,216,68,141,NA,NA,NA,NA,NA,3054,2275,2777
NA,NA,NA,NA,83,NA,NA,70,NA,NA,NA,NA,1892,NA,NA,1815
NA,NA,NA,NA,124,NA,68,212,NA,NA,NA,NA,770,NA,803,1344
NA,110,77,NA,NA,NA,NA,NA,NA,3144,3896,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,136,NA,NA,NA,NA,NA,NA,14456,15168,NA
NA,NA,NA,NA,124,86,NA,NA,NA,NA,NA,NA,2973,3336,NA,NA
NA,NA,NA,NA,NA,86,NA,70,NA,NA,NA,NA,NA,7228,NA,7868
NA,NA,NA,NA,83,NA,NA,70,NA,NA,NA,NA,2081,NA,NA,1361
151,73,77,NA,NA,NA,NA,NA,10824,9171,9742,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,102,177,NA,NA,NA,NA,6405,NA,5688,6557
NA,NA,NA,NA,NA,173,NA,70,NA,NA,NA,NA,NA,5102,NA,5901
NA,NA,NA,NA,166,NA,170,NA,NA,NA,NA,NA,4500,NA,4875,NA
75,NA,77,NA,NA,NA,NA,NA,1067,NA,1771,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,86,NA,NA,NA,NA,NA,NA,1513,1421,NA,NA
NA,NA,NA,NA,NA,86,68,106,NA,NA,NA,NA,NA,760,614,565
NA,NA,NA,NA,166,NA,170,106,NA,NA,NA,NA,27755,NA,21330,26556
151,110,77,NA,NA,NA,NA,NA,1284,1134,1694,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,173,NA,70,NA,NA,NA,NA,1435,1885,NA,1361
NA,NA,NA,NA,124,NA,136,NA,NA,NA,NA,NA,8921,NA,8030,NA
NA,NA,NA,NA,166,NA,68,70,NA,NA,NA,NA,770,NA,598,621
NA,NA,NA,NA,166,NA,68,70,NA,NA,NA,NA,1586,NA,1625,1770
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,9751,7081
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,68258,70816
NA,NA,NA,NA,124,NA,NA,70,NA,NA,NA,NA,2548,NA,NA,2723
NA,NA,NA,NA,NA,130,NA,70,NA,NA,NA,NA,NA,2710,NA,2360
NA,NA,NA,NA,NA,NA,102,70,NA,NA,NA,NA,NA,NA,562,778
NA,NA,NA,NA,83,130,NA,141,NA,NA,NA,NA,83266,43368,NA,47210
NA,NA,NA,NA,NA,216,68,NA,NA,NA,NA,NA,NA,1537,1287,NA
151,256,NA,80,NA,NA,NA,NA,947,1194,NA,850,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,68,NA,NA,NA,NA,NA,NA,1495,1287,NA
NA,73,194,NA,NA,NA,NA,NA,NA,2223,2347,NA,NA,NA,NA,NA
151,146,NA,NA,NA,NA,NA,NA,907,878,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,216,102,NA,NA,NA,NA,NA,NA,758,1044,NA
NA,NA,NA,NA,83,NA,102,70,NA,NA,NA,NA,8326,NA,5688,6437
NA,110,233,NA,NA,NA,NA,NA,NA,514,1400,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,68,NA,NA,NA,NA,NA,540,NA,392,NA
NA,73,NA,121,NA,NA,NA,NA,NA,1384,NA,1409,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,68,NA,NA,NA,NA,NA,3202,NA,3250,NA
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,6205,5901
NA,NA,NA,NA,166,173,136,106,NA,NA,NA,NA,6405,5595,5935,5311
NA,73,NA,282,NA,NA,NA,NA,NA,330,NA,788,NA,NA,NA,NA
NA,NA,NA,NA,NA,303,68,70,NA,NA,NA,NA,NA,1431,766,745
NA,NA,NA,NA,83,NA,NA,106,NA,NA,NA,NA,3469,NA,NA,2655
75,NA,NA,202,NA,NA,NA,NA,2444,NA,NA,1712,NA,NA,NA,NA
NA,NA,77,80,NA,NA,NA,NA,NA,NA,4329,4254,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,102,106,NA,NA,NA,NA,NA,NA,7313,8171
265,NA,623,NA,NA,NA,NA,NA,53040,NA,38969,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,68,NA,NA,NA,NA,NA,9251,NA,9751,NA
NA,NA,NA,NA,83,NA,170,NA,NA,NA,NA,NA,5947,NA,6320,NA
454,73,77,NA,NA,NA,NA,NA,16838,18342,15587,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,130,136,NA,NA,NA,NA,NA,NA,411,358,NA
NA,NA,NA,NA,83,NA,NA,106,NA,NA,NA,NA,83266,NA,NA,53112
NA,NA,NA,NA,249,130,NA,70,NA,NA,NA,NA,2356,3614,NA,3078
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,2844,3078
75,110,155,121,NA,NA,NA,NA,8419,9171,9742,11023,NA,NA,NA,NA
NA,NA,NA,NA,249,NA,NA,70,NA,NA,NA,NA,15612,NA,NA,14163
NA,NA,NA,NA,249,NA,204,141,NA,NA,NA,NA,14694,NA,12045,9442
75,NA,77,NA,NA,NA,NA,NA,9471,NA,7793,NA,NA,NA,NA,NA
NA,366,116,NA,NA,NA,NA,NA,NA,4585,2997,NA,NA,NA,NA,NA
NA,183,77,NA,NA,NA,NA,NA,NA,183420,inf,NA,NA,NA,NA,NA
NA,NA,NA,NA,124,130,68,NA,NA,NA,NA,NA,inf,130104,inf,NA
NA,NA,116,80,NA,NA,NA,NA,NA,NA,116908,inf,NA,NA,NA,NA
75,NA,194,NA,NA,NA,NA,NA,3030,NA,2744,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,102,NA,NA,NA,NA,NA,1936,NA,2047,NA
113,NA,NA,80,NA,NA,NA,NA,1926,NA,NA,1092,NA,NA,NA,NA
NA,NA,NA,NA,124,NA,NA,70,NA,NA,NA,NA,1951,NA,NA,1770
NA,NA,NA,NA,NA,NA,102,177,NA,NA,NA,NA,NA,NA,9307,7376
151,NA,NA,242,NA,NA,NA,NA,6061,NA,NA,6381,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,68,NA,NA,NA,NA,NA,NA,2344,1516,NA
NA,NA,NA,NA,124,NA,NA,70,NA,NA,NA,NA,1982,NA,NA,2360
75,NA,116,NA,NA,NA,NA,NA,1284,NA,1034,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,130,204,212,NA,NA,NA,NA,NA,1016,1279,1485
NA,NA,NA,NA,83,NA,68,NA,NA,NA,NA,NA,5947,NA,4550,NA
NA,NA,NA,NA,NA,130,NA,106,NA,NA,NA,NA,NA,5913,NA,7081
113,NA,116,NA,NA,NA,NA,NA,719,NA,859,NA,NA,NA,NA,NA
NA,NA,NA,NA,124,NA,102,141,NA,NA,NA,NA,15612,NA,17064,14163
NA,NA,NA,NA,83,173,NA,106,NA,NA,NA,NA,20816,15770,NA,15174
75,220,NA,121,NA,NA,NA,NA,2525,2559,NA,3109,NA,NA,NA,NA
NA,NA,NA,NA,124,NA,102,NA,NA,NA,NA,NA,9607,NA,11376,NA
NA,NA,NA,NA,83,173,NA,NA,NA,NA,NA,NA,13877,11564,NA,NA
NA,NA,NA,NA,83,NA,102,NA,NA,NA,NA,NA,7569,NA,7875,NA
NA,110,NA,80,NA,NA,NA,NA,NA,1068,NA,1370,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,68,NA,NA,NA,NA,NA,NA,2990,2967,NA
NA,110,NA,161,NA,NA,NA,NA,NA,3439,NA,3439,NA,NA,NA,NA
NA,73,NA,121,NA,NA,NA,NA,NA,9171,NA,8661,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,136,NA,NA,NA,NA,NA,NA,2409,2844,NA
NA,NA,NA,NA,249,86,68,NA,NA,NA,NA,NA,3568,3469,3102,NA
NA,NA,NA,NA,NA,86,NA,106,NA,NA,NA,NA,NA,1885,NA,1455
NA,NA,NA,NA,124,NA,NA,70,NA,NA,NA,NA,2081,NA,NA,1770
NA,NA,NA,NA,124,86,102,70,NA,NA,NA,NA,416,456,581,513
NA,73,116,80,NA,NA,NA,NA,NA,2366,1885,2694,NA,NA,NA,NA
NA,146,NA,1131,NA,NA,NA,NA,NA,10481,NA,11317,NA,NA,NA,NA
NA,NA,NA,NA,249,303,204,70,NA,NA,NA,NA,707,584,511,301
NA,NA,NA,NA,NA,130,136,NA,NA,NA,NA,NA,NA,3336,2967,NA
NA,NA,NA,NA,208,NA,102,70,NA,NA,NA,NA,26020,NA,25596,23605
NA,NA,NA,NA,NA,86,NA,70,NA,NA,NA,NA,NA,12390,NA,14163
NA,NA,NA,NA,NA,86,170,NA,NA,NA,NA,NA,NA,8673,10037,NA
NA,NA,NA,NA,166,303,204,NA,NA,NA,NA,NA,7930,7784,8532,NA
NA,NA,NA,NA,83,NA,NA,106,NA,NA,NA,NA,13877,NA,NA,6639
NA,NA,NA,NA,124,NA,102,177,NA,NA,NA,NA,15612,NA,11376,11065
189,73,NA,NA,NA,NA,NA,NA,4030,3668,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,124,130,170,212,NA,NA,NA,NA,6938,6505,7110,5901
NA,NA,NA,NA,NA,86,102,NA,NA,NA,NA,NA,NA,6672,7875,NA
NA,NA,NA,NA,NA,86,136,NA,NA,NA,NA,NA,NA,1084,1156,NA
NA,NA,77,202,NA,NA,NA,NA,NA,NA,856,971,NA,NA,NA,NA
NA,NA,NA,NA,83,216,102,70,NA,NA,NA,NA,16653,14456,17064,14163
NA,NA,NA,NA,NA,NA,102,70,NA,NA,NA,NA,NA,NA,14626,7081
NA,NA,NA,NA,NA,86,102,NA,NA,NA,NA,NA,NA,586,769,NA
NA,NA,NA,NA,NA,173,102,106,NA,NA,NA,NA,NA,803,1055,1041
NA,NA,NA,NA,NA,NA,102,141,NA,NA,NA,NA,NA,NA,307,371
NA,NA,NA,NA,83,NA,NA,106,NA,NA,NA,NA,478,NA,NA,371
NA,NA,116,80,NA,NA,NA,NA,NA,NA,2718,1243,NA,NA,NA,NA
151,NA,116,NA,NA,NA,NA,NA,2658,NA,3076,NA,NA,NA,NA,NA
NA,73,233,NA,NA,NA,NA,NA,NA,6669,8062,NA,NA,NA,NA,NA
151,73,77,NA,NA,NA,NA,NA,18943,12228,15587,NA,NA,NA,NA,NA
75,NA,116,NA,NA,NA,NA,NA,10824,NA,10628,NA,NA,NA,NA,NA
NA,73,116,404,NA,NA,NA,NA,NA,12228,16701,15545,NA,NA,NA,NA
NA,110,77,NA,NA,NA,NA,NA,NA,4232,4329,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,173,204,NA,NA,NA,NA,NA,498,520,494,NA
113,73,NA,NA,NA,NA,NA,NA,8743,8152,NA,NA,NA,NA,NA,NA
75,NA,77,NA,NA,NA,NA,NA,5412,NA,5567,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,102,NA,NA,NA,NA,NA,4382,NA,3656,NA
NA,NA,NA,NA,NA,86,NA,70,NA,NA,NA,NA,NA,6195,NA,4721
NA,NA,NA,NA,208,173,170,70,NA,NA,NA,NA,3927,5102,4875,3934
NA,73,NA,202,NA,NA,NA,NA,NA,5240,NA,5052,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,102,141,NA,NA,NA,NA,NA,NA,1190,1445
NA,NA,NA,NA,291,NA,341,212,NA,NA,NA,NA,inf,NA,inf,inf
151,NA,77,NA,NA,NA,NA,NA,3157,NA,3896,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,102,106,NA,NA,NA,NA,NA,NA,3199,2950
NA,NA,NA,NA,124,NA,NA,70,NA,NA,NA,NA,4995,NA,NA,4426
NA,NA,NA,NA,NA,86,NA,70,NA,NA,NA,NA,NA,2224,NA,2284
NA,NA,NA,NA,166,86,102,247,NA,NA,NA,NA,2312,2282,2275,2383
NA,NA,NA,NA,83,86,NA,NA,NA,NA,NA,NA,1892,1521,NA,NA
NA,NA,NA,NA,83,NA,68,NA,NA,NA,NA,NA,2449,NA,2730,NA
NA,NA,NA,NA,166,173,NA,283,NA,NA,NA,NA,5046,4231,NA,5150
NA,NA,NA,NA,124,173,102,NA,NA,NA,NA,NA,5677,3614,3102,NA
NA,NA,NA,NA,83,NA,NA,106,NA,NA,NA,NA,3784,NA,NA,2655
75,NA,NA,121,NA,NA,NA,NA,4209,NA,NA,5052,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,989,863
340,73,NA,NA,NA,NA,NA,NA,813,883,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,68,141,NA,NA,NA,NA,NA,NA,2201,1913
NA,110,NA,161,NA,NA,NA,NA,NA,7336,NA,6736,NA,NA,NA,NA
NA,NA,NA,NA,NA,130,NA,70,NA,NA,NA,NA,NA,4486,NA,4721
NA,NA,NA,NA,124,NA,NA,141,NA,NA,NA,NA,747,NA,NA,690
NA,NA,NA,NA,NA,7372,NA,8285,NA,NA,NA,NA,NA,53040,NA,60039
NA,NA,NA,NA,NA,86,NA,106,NA,NA,NA,NA,NA,2168,NA,1800
NA,NA,NA,NA,NA,86,NA,106,NA,NA,NA,NA,NA,1845,NA,1585
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,1706,1727
NA,NA,NA,NA,83,NA,NA,106,NA,NA,NA,NA,4898,NA,NA,2655
NA,NA,NA,NA,83,NA,NA,70,NA,NA,NA,NA,250,NA,NA,177
NA,NA,NA,NA,83,NA,68,141,NA,NA,NA,NA,333,NA,170,265
NA,110,77,NA,NA,NA,NA,NA,NA,1930,1900,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,173,NA,70,NA,NA,NA,NA,NA,1949,NA,1539
NA,110,77,80,NA,NA,NA,NA,NA,859,916,1049,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,136,NA,NA,NA,NA,NA,NA,2628,3250,NA
NA,NA,NA,NA,124,216,204,NA,NA,NA,NA,NA,1734,1971,1735,NA
NA,NA,NA,NA,83,NA,NA,106,NA,NA,NA,NA,3620,NA,NA,4085
NA,NA,77,80,NA,NA,NA,NA,NA,NA,4102,2694,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,136,141,NA,NA,NA,NA,NA,3942,3412,3827
NA,NA,NA,NA,NA,260,204,NA,NA,NA,NA,NA,NA,1668,1587,NA
NA,NA,NA,NA,166,346,238,106,NA,NA,NA,NA,2485,3070,3272,2529
NA,NA,NA,NA,NA,86,NA,70,NA,NA,NA,NA,NA,1971,NA,1646
75,73,NA,NA,NA,NA,NA,NA,2367,2223,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,130,NA,212,NA,NA,NA,NA,NA,18586,NA,23605
NA,NA,NA,NA,NA,NA,136,106,NA,NA,NA,NA,NA,NA,8030,6639
NA,NA,NA,NA,83,86,68,NA,NA,NA,NA,NA,3469,3614,3412,NA
NA,NA,NA,NA,NA,86,170,NA,NA,NA,NA,NA,NA,6195,6094,NA
NA,NA,NA,NA,124,130,204,NA,NA,NA,NA,NA,2312,2710,2225,NA
NA,NA,NA,NA,83,260,102,NA,NA,NA,NA,NA,3330,4565,3937,NA
340,NA,233,121,NA,NA,NA,NA,1722,NA,1916,2819,NA,NA,NA,NA
NA,NA,NA,NA,NA,173,NA,70,NA,NA,NA,NA,NA,2753,NA,2441
NA,NA,NA,NA,NA,86,68,NA,NA,NA,NA,NA,NA,4565,5250,NA
NA,NA,NA,NA,83,86,NA,NA,NA,NA,NA,NA,5204,3336,NA,NA
NA,NA,NA,NA,NA,130,170,318,NA,NA,NA,NA,NA,5913,5171,4248
NA,110,155,NA,NA,NA,NA,NA,NA,2974,3388,NA,NA,NA,NA,NA
NA,73,NA,80,NA,NA,NA,NA,NA,1982,NA,2245,NA,NA,NA,NA
NA,NA,NA,NA,83,173,68,70,NA,NA,NA,NA,1067,1275,733,944
NA,NA,NA,NA,124,NA,68,141,NA,NA,NA,NA,1167,NA,682,833
NA,NA,NA,NA,83,NA,NA,212,NA,NA,NA,NA,750,NA,NA,795
NA,73,116,NA,NA,NA,NA,NA,NA,788,990,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,68,70,NA,NA,NA,NA,NA,NA,11376,11802
75,NA,77,NA,NA,NA,NA,NA,3444,NA,3388,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,170,NA,NA,NA,NA,NA,2449,NA,2993,NA
NA,NA,NA,NA,NA,86,136,NA,NA,NA,NA,NA,NA,1845,2528,NA
NA,NA,NA,NA,83,86,68,NA,NA,NA,NA,NA,1140,1376,1706,NA
NA,NA,NA,NA,83,NA,136,NA,NA,NA,NA,NA,11895,NA,17064,NA
NA,73,116,NA,NA,NA,NA,NA,NA,12228,11690,NA,NA,NA,NA,NA
75,146,NA,NA,NA,NA,NA,NA,4457,3189,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,130,NA,NA,NA,NA,NA,NA,1850,1689,NA,NA
113,146,116,NA,NA,NA,NA,NA,604,606,602,NA,NA,NA,NA,NA
